past_a_count_,a_count,a_with_fav_unique,a_with_fav_rate,fav_total,fav_per_a
29700,200,104,0.52,203,1.9519230769230769
29800,200,106,0.53,191,1.8018867924528301
29900,200,109,0.545,245,2.2477064220183487
30000,200,101,0.505,169,1.6732673267326732
30100,200,101,0.505,191,1.891089108910891
30200,200,108,0.54,187,1.7314814814814814
30300,200,99,0.495,204,2.0606060606060606
30400,200,92,0.46,147,1.5978260869565217
30500,200,106,0.53,382,3.6037735849056602
30600,200,103,0.515,188,1.825242718446602
30700,200,83,0.415,153,1.8433734939759037
30800,200,94,0.47,163,1.7340425531914894
30900,200,96,0.48,206,2.1458333333333335
31000,200,105,0.525,188,1.7904761904761906
31100,200,93,0.465,179,1.924731182795699
31200,200,103,0.515,212,2.058252427184466
31300,200,105,0.525,204,1.9428571428571428
31400,200,100,0.5,309,3.09
31500,200,113,0.565,215,1.9026548672566372
31600,200,100,0.5,182,1.82
31700,200,114,0.57,217,1.9035087719298245
31800,200,106,0.53,200,1.8867924528301887
31900,200,101,0.505,174,1.7227722772277227
32000,200,109,0.545,220,2.0183486238532109
32100,200,112,0.56,220,1.9642857142857142
32200,200,105,0.525,243,2.3142857142857145
32300,200,112,0.56,209,1.8660714285714286
32400,200,96,0.48,158,1.6458333333333333
32500,200,110,0.55,194,1.7636363636363637
32600,200,109,0.545,182,1.6697247706422018
32700,200,115,0.575,244,2.1217391304347828
32800,200,105,0.525,254,2.4190476190476189
32900,200,100,0.5,160,1.6
33000,200,103,0.515,168,1.6310679611650485
33100,200,115,0.575,211,1.8347826086956522
33200,200,115,0.575,264,2.2956521739130435
33300,200,99,0.495,200,2.0202020202020203
33400,200,98,0.49,160,1.6326530612244898
33500,200,96,0.48,223,2.3229166666666665
33600,200,104,0.52,201,1.9326923076923077
33700,200,113,0.565,219,1.9380530973451326
33800,200,109,0.545,190,1.7431192660550459
33900,200,106,0.53,232,2.1886792452830188
34000,200,117,0.585,217,1.8547008547008548
34100,200,103,0.515,213,2.0679611650485437
34200,200,95,0.475,164,1.7263157894736842
34300,200,110,0.55,274,2.4909090909090907
34400,200,106,0.53,171,1.6132075471698113
34500,200,108,0.54,190,1.7592592592592593
34600,200,86,0.43,145,1.6860465116279071
34700,200,111,0.555,221,1.9909909909909911
34800,200,102,0.51,245,2.4019607843137254
34900,200,103,0.515,214,2.0776699029126213
35000,200,116,0.58,211,1.8189655172413792
35100,200,101,0.505,209,2.0693069306930694
35200,200,120,0.6,246,2.05
35300,200,108,0.54,192,1.7777777777777777
35400,200,120,0.6,237,1.975
35500,200,107,0.535,235,2.1962616822429908
35600,200,124,0.62,231,1.8629032258064515
35700,200,112,0.56,199,1.7767857142857142
35800,200,97,0.485,177,1.8247422680412371
35900,200,113,0.565,190,1.6814159292035398
36000,200,108,0.54,258,2.3888888888888888
36100,200,98,0.49,211,2.1530612244897958
36200,200,103,0.515,207,2.0097087378640777
36300,200,113,0.565,241,2.1327433628318584
36400,200,110,0.55,235,2.1363636363636362
36500,200,95,0.475,194,2.0421052631578949
36600,200,116,0.58,206,1.7758620689655173
36700,200,113,0.565,276,2.4424778761061945
36800,200,116,0.58,195,1.6810344827586208
36900,200,93,0.465,193,2.075268817204301
37000,200,84,0.42,139,1.6547619047619047
37100,200,103,0.515,163,1.5825242718446602
37200,200,104,0.52,181,1.7403846153846154
37300,200,98,0.49,280,2.8571428571428572
37400,200,115,0.575,192,1.6695652173913043
37500,200,99,0.495,210,2.1212121212121211
37600,200,116,0.58,236,2.0344827586206895
37700,200,105,0.525,213,2.0285714285714285
37800,200,101,0.505,218,2.1584158415841586
37900,200,111,0.555,336,3.0270270270270272
38000,200,94,0.47,168,1.7872340425531914
38100,200,109,0.545,249,2.2844036697247705
38200,200,116,0.58,198,1.7068965517241379
38300,200,99,0.495,186,1.8787878787878789
38400,200,98,0.49,161,1.6428571428571428
38500,200,101,0.505,188,1.8613861386138615
38600,200,108,0.54,356,3.2962962962962963
38700,200,97,0.485,225,2.3195876288659796
38800,200,98,0.49,222,2.2653061224489797
38900,200,111,0.555,250,2.2522522522522523
39000,200,103,0.515,182,1.766990291262136
39100,200,115,0.575,243,2.1130434782608694
39200,200,104,0.52,331,3.1826923076923075
39300,200,113,0.565,262,2.3185840707964602
39400,200,106,0.53,265,2.5
39500,200,112,0.56,186,1.6607142857142858
39600,200,95,0.475,149,1.5684210526315789
39700,200,104,0.52,181,1.7403846153846154
39800,200,101,0.505,174,1.7227722772277227
39900,200,103,0.515,183,1.7766990291262137
40000,200,94,0.47,153,1.6276595744680851
40100,200,119,0.595,233,1.9579831932773109
40200,200,91,0.455,183,2.0109890109890109
40300,200,91,0.455,332,3.6483516483516483
40400,200,97,0.485,167,1.7216494845360826
40500,200,102,0.51,210,2.0588235294117645
40600,200,96,0.48,221,2.3020833333333335
40700,200,111,0.555,174,1.5675675675675675
40800,200,111,0.555,185,1.6666666666666667
40900,200,103,0.515,167,1.6213592233009708
41000,200,96,0.48,139,1.4479166666666667
41100,200,111,0.555,206,1.8558558558558558
41200,200,104,0.52,207,1.9903846153846154
41300,200,113,0.565,188,1.663716814159292
41400,200,116,0.58,252,2.1724137931034484
41500,200,106,0.53,161,1.5188679245283019
41600,200,114,0.57,217,1.9035087719298245
41700,200,115,0.575,198,1.7217391304347827
41800,200,115,0.575,194,1.6869565217391305
41900,200,109,0.545,192,1.761467889908257
42000,200,103,0.515,193,1.8737864077669903
42100,200,102,0.51,187,1.8333333333333333
42200,200,113,0.565,230,2.0353982300884956
42300,200,112,0.56,193,1.7232142857142858
42400,200,100,0.5,177,1.77
42500,200,105,0.525,174,1.6571428571428573
42600,200,111,0.555,231,2.0810810810810811
42700,200,119,0.595,223,1.8739495798319328
42800,200,102,0.51,217,2.1274509803921569
42900,200,93,0.465,208,2.236559139784946
43000,108,42,0.3888888888888889,78,1.8571428571428572
43100,100,52,0.52,91,1.75
43200,100,46,0.46,96,2.0869565217391304
43300,100,47,0.47,138,2.9361702127659575
43400,100,53,0.53,100,1.8867924528301887
43500,100,53,0.53,148,2.7924528301886791
43600,100,46,0.46,88,1.9130434782608696
43700,100,38,0.38,80,2.1052631578947367
43800,100,49,0.49,115,2.3469387755102042
43900,100,43,0.43,76,1.7674418604651163
44000,100,57,0.57,140,2.4561403508771931
44100,100,43,0.43,799,18.581395348837209
44200,100,45,0.45,111,2.4666666666666668
44300,100,53,0.53,133,2.5094339622641511
44400,100,56,0.56,146,2.6071428571428572
44500,100,43,0.43,70,1.6279069767441861
44600,100,50,0.5,86,1.72
44700,100,48,0.48,104,2.1666666666666665
44800,100,46,0.46,107,2.3260869565217392
44900,100,52,0.52,112,2.1538461538461537
45000,100,40,0.4,85,2.125
45100,100,47,0.47,127,2.7021276595744679
45200,100,50,0.5,114,2.28
45300,100,42,0.42,103,2.4523809523809526
45400,100,45,0.45,126,2.8
45500,100,43,0.43,115,2.6744186046511627
45600,100,45,0.45,115,2.5555555555555554
45700,100,51,0.51,95,1.8627450980392157
45800,100,55,0.55,152,2.7636363636363637
45900,100,59,0.59,136,2.3050847457627119
46000,100,43,0.43,73,1.6976744186046511
46100,100,44,0.44,116,2.6363636363636362
46200,100,46,0.46,106,2.3043478260869565
46300,100,49,0.49,121,2.4693877551020407
46400,100,50,0.5,116,2.32
46500,100,46,0.46,89,1.9347826086956521
46600,100,48,0.48,193,4.020833333333333
46700,100,47,0.47,111,2.3617021276595747
46800,100,44,0.44,102,2.3181818181818183
46900,100,43,0.43,79,1.8372093023255813
47000,100,41,0.41,144,3.5121951219512195
47100,100,42,0.42,91,2.1666666666666665
47200,100,47,0.47,96,2.0425531914893615
47300,100,42,0.42,100,2.3809523809523809
47400,100,37,0.37,111,3
47500,100,56,0.56,122,2.1785714285714284
47600,100,57,0.57,103,1.8070175438596492
47700,100,58,0.58,134,2.3103448275862069
47800,100,52,0.52,94,1.8076923076923077
47900,100,54,0.54,180,3.3333333333333335
48000,100,46,0.46,89,1.9347826086956521
48100,100,46,0.46,109,2.3695652173913042
48200,100,56,0.56,96,1.7142857142857142
48300,100,42,0.42,84,2
48400,100,54,0.54,85,1.5740740740740742
48500,100,53,0.53,110,2.0754716981132075
48600,100,55,0.55,113,2.0545454545454547
48700,100,46,0.46,109,2.3695652173913042
48800,100,49,0.49,93,1.8979591836734695
48900,100,44,0.44,82,1.8636363636363635
49000,100,45,0.45,76,1.6888888888888889
49100,100,41,0.41,90,2.1951219512195124
49200,100,55,0.55,136,2.4727272727272727
49300,100,51,0.51,97,1.9019607843137254
49400,100,49,0.49,112,2.2857142857142856
49500,100,46,0.46,140,3.0434782608695654
49600,100,50,0.5,87,1.74
49700,100,56,0.56,126,2.25
49800,100,39,0.39,72,1.8461538461538463
49900,100,53,0.53,95,1.7924528301886793
50000,100,41,0.41,96,2.3414634146341462
50100,100,48,0.48,91,1.8958333333333333
50200,100,52,0.52,112,2.1538461538461537
50300,100,48,0.48,143,2.9791666666666665
50400,100,56,0.56,132,2.3571428571428572
50500,100,50,0.5,124,2.48
50600,100,48,0.48,96,2
50700,100,49,0.49,90,1.8367346938775511
50800,100,56,0.56,113,2.0178571428571428
50900,100,49,0.49,101,2.0612244897959182
51000,100,48,0.48,88,1.8333333333333333
51100,100,50,0.5,84,1.68
51200,100,52,0.52,111,2.1346153846153846
51300,100,54,0.54,109,2.0185185185185186
51400,100,58,0.58,176,3.0344827586206895
51500,100,53,0.53,111,2.0943396226415096
51600,100,46,0.46,92,2
51700,100,48,0.48,141,2.9375
51800,100,48,0.48,85,1.7708333333333333
51900,100,52,0.52,121,2.3269230769230771
52000,100,51,0.51,94,1.8431372549019607
52100,100,48,0.48,117,2.4375
52200,100,50,0.5,96,1.92
52300,100,50,0.5,95,1.9
52400,100,55,0.55,107,1.9454545454545455
52500,100,46,0.46,90,1.9565217391304348
52600,100,50,0.5,230,4.6
52700,100,47,0.47,110,2.3404255319148937
52800,100,56,0.56,101,1.8035714285714286
52900,100,55,0.55,166,3.0181818181818181
53000,100,52,0.52,100,1.9230769230769231
53100,100,42,0.42,91,2.1666666666666665
53200,100,59,0.59,296,5.0169491525423728
53300,100,52,0.52,185,3.5576923076923075
53400,100,50,0.5,125,2.5
53500,100,54,0.54,123,2.2777777777777777
53600,100,53,0.53,103,1.9433962264150944
53700,100,50,0.5,116,2.32
53800,100,44,0.44,76,1.7272727272727273
53900,100,60,0.6,139,2.3166666666666669
54000,100,46,0.46,92,2
54100,100,50,0.5,116,2.32
54200,100,53,0.53,107,2.0188679245283021
54300,100,53,0.53,192,3.6226415094339623
54400,100,48,0.48,86,1.7916666666666667
54500,100,53,0.53,154,2.9056603773584904
54600,100,50,0.5,108,2.16
54700,100,42,0.42,87,2.0714285714285716
54800,100,44,0.44,62,1.4090909090909092
54900,100,39,0.39,67,1.7179487179487178
55000,100,52,0.52,88,1.6923076923076923
55100,100,50,0.5,99,1.98
55200,100,51,0.51,100,1.9607843137254901
55300,100,38,0.38,84,2.2105263157894739
55400,100,54,0.54,97,1.7962962962962963
55500,100,58,0.58,153,2.6379310344827585
55600,100,42,0.42,89,2.1190476190476191
55700,100,43,0.43,73,1.6976744186046511
55800,100,50,0.5,146,2.92
55900,100,41,0.41,70,1.7073170731707317
56000,100,50,0.5,160,3.2
56100,100,58,0.58,115,1.9827586206896552
56200,100,53,0.53,114,2.1509433962264151
56300,100,56,0.56,96,1.7142857142857142
56400,100,52,0.52,94,1.8076923076923077
56500,100,52,0.52,92,1.7692307692307692
56600,100,52,0.52,241,4.634615384615385
56700,100,40,0.4,57,1.425
56800,100,46,0.46,67,1.4565217391304348
56900,100,58,0.58,89,1.5344827586206897
57000,100,39,0.39,75,1.9230769230769231
57100,100,46,0.46,142,3.0869565217391304
57200,100,49,0.49,128,2.6122448979591835
57300,100,53,0.53,94,1.7735849056603774
57400,100,52,0.52,120,2.3076923076923075
57500,100,45,0.45,89,1.9777777777777779
57600,100,48,0.48,76,1.5833333333333333
57700,100,51,0.51,221,4.333333333333333
57800,100,45,0.45,86,1.9111111111111112
57900,100,52,0.52,98,1.8846153846153846
58000,100,43,0.43,78,1.8139534883720929
58100,100,30,0.3,56,1.8666666666666667
58200,100,42,0.42,74,1.7619047619047619
58300,100,46,0.46,131,2.847826086956522
58400,100,51,0.51,109,2.1372549019607843
58500,100,59,0.59,134,2.2711864406779663
58600,100,41,0.41,114,2.7804878048780486
58700,100,49,0.49,137,2.795918367346939
58800,100,47,0.47,92,1.9574468085106382
58900,100,47,0.47,177,3.7659574468085109
59000,100,46,0.46,78,1.6956521739130435
59100,100,43,0.43,93,2.1627906976744184
59200,100,46,0.46,143,3.1086956521739131
59300,100,43,0.43,62,1.441860465116279
59400,100,39,0.39,66,1.6923076923076923
59500,100,53,0.53,88,1.6603773584905661
59600,100,54,0.54,96,1.7777777777777777
59700,100,55,0.55,123,2.2363636363636363
59800,100,39,0.39,74,1.8974358974358974
59900,100,51,0.51,115,2.2549019607843137
60000,100,40,0.4,80,2
60100,100,51,0.51,79,1.5490196078431373
60200,100,35,0.35,78,2.2285714285714286
60300,100,41,0.41,86,2.0975609756097562
60400,100,39,0.39,69,1.7692307692307692
60500,100,37,0.37,63,1.7027027027027026
60600,100,47,0.47,99,2.1063829787234041
60700,100,45,0.45,153,3.4
60800,100,33,0.33,133,4.03030303030303
60900,100,43,0.43,71,1.6511627906976745
61000,100,40,0.4,67,1.675
61100,100,47,0.47,107,2.2765957446808511
61200,100,38,0.38,69,1.8157894736842106
61300,100,34,0.34,58,1.7058823529411764
61400,100,47,0.47,80,1.7021276595744681
61500,100,51,0.51,87,1.7058823529411764
61600,100,38,0.38,68,1.7894736842105263
61700,100,43,0.43,69,1.6046511627906976
61800,100,42,0.42,80,1.9047619047619047
61900,100,43,0.43,107,2.4883720930232558
62000,100,41,0.41,82,2
62100,100,42,0.42,103,2.4523809523809526
62200,100,33,0.33,61,1.8484848484848484
62300,100,44,0.44,99,2.25
62400,100,41,0.41,115,2.8048780487804876
62500,100,38,0.38,76,2
62600,100,45,0.45,98,2.1777777777777776
62700,100,40,0.4,79,1.975
62800,100,49,0.49,100,2.0408163265306123
62900,100,33,0.33,68,2.0606060606060606
63000,100,50,0.5,100,2
63100,100,51,0.51,82,1.607843137254902
63200,100,45,0.45,111,2.4666666666666668
63300,100,51,0.51,93,1.8235294117647058
63400,100,41,0.41,89,2.1707317073170733
63500,100,38,0.38,71,1.868421052631579
63600,100,41,0.41,67,1.6341463414634145
63700,100,30,0.3,49,1.6333333333333333
63800,100,48,0.48,89,1.8541666666666667
63900,100,43,0.43,65,1.5116279069767442
64000,100,43,0.43,74,1.7209302325581395
64100,100,36,0.36,60,1.6666666666666667
64200,100,32,0.32,105,3.28125
64300,100,34,0.34,58,1.7058823529411764
64400,100,31,0.31,79,2.5483870967741935
64500,100,46,0.46,74,1.6086956521739131
64600,100,39,0.39,73,1.8717948717948718
64700,100,33,0.33,60,1.8181818181818181
64800,100,32,0.32,76,2.375
64900,100,43,0.43,71,1.6511627906976745
65000,100,44,0.44,93,2.1136363636363638
65100,100,37,0.37,66,1.7837837837837838
65200,100,47,0.47,88,1.8723404255319149
65300,100,47,0.47,130,2.7659574468085109
65400,100,46,0.46,87,1.8913043478260869
65500,100,52,0.52,94,1.8076923076923077
65600,100,49,0.49,80,1.6326530612244898
65700,100,40,0.4,64,1.6
65800,100,43,0.43,83,1.930232558139535
65900,100,47,0.47,97,2.0638297872340425
66000,100,49,0.49,148,3.0204081632653059
66100,100,50,0.5,108,2.16
66200,100,36,0.36,73,2.0277777777777777
66300,100,49,0.49,114,2.3265306122448979
66400,100,46,0.46,81,1.7608695652173914
66500,100,51,0.51,84,1.6470588235294117
66600,100,42,0.42,76,1.8095238095238095
66700,100,47,0.47,207,4.4042553191489358
66800,100,52,0.52,109,2.0961538461538463
66900,100,55,0.55,131,2.3818181818181818
67000,100,48,0.48,107,2.2291666666666665
67100,100,42,0.42,74,1.7619047619047619
67200,100,47,0.47,109,2.3191489361702127
67300,100,38,0.38,69,1.8157894736842106
67400,100,47,0.47,76,1.6170212765957446
67500,100,46,0.46,83,1.8043478260869565
67600,100,46,0.46,89,1.9347826086956521
67700,100,47,0.47,79,1.6808510638297873
67800,100,38,0.38,79,2.0789473684210527
67900,100,38,0.38,97,2.5526315789473686
68000,100,44,0.44,87,1.9772727272727273
68100,100,44,0.44,78,1.7727272727272727
68200,100,40,0.4,72,1.8
68300,100,50,0.5,104,2.08
68400,100,41,0.41,94,2.2926829268292681
68500,100,44,0.44,59,1.3409090909090908
68600,100,41,0.41,83,2.024390243902439
68700,100,39,0.39,67,1.7179487179487178
68800,100,42,0.42,115,2.7380952380952381
68900,100,51,0.51,110,2.1568627450980391
69000,100,44,0.44,73,1.6590909090909092
69100,100,41,0.41,88,2.1463414634146343
69200,100,46,0.46,64,1.3913043478260869
69300,100,50,0.5,88,1.76
69400,100,40,0.4,73,1.825
69500,100,35,0.35,66,1.8857142857142857
69600,100,40,0.4,68,1.7
69700,100,48,0.48,89,1.8541666666666667
69800,100,45,0.45,73,1.6222222222222222
69900,100,39,0.39,65,1.6666666666666667
70000,100,42,0.42,271,6.4523809523809526
70100,100,58,0.58,100,1.7241379310344827
70200,100,51,0.51,98,1.9215686274509804
70300,100,33,0.33,47,1.4242424242424243
70400,100,37,0.37,103,2.7837837837837838
70500,100,36,0.36,73,2.0277777777777777
70600,100,41,0.41,58,1.4146341463414633
70700,100,48,0.48,90,1.875
70800,100,52,0.52,167,3.2115384615384617
70900,100,43,0.43,80,1.8604651162790697
71000,100,35,0.35,119,3.4
71100,100,43,0.43,57,1.3255813953488371
71200,100,47,0.47,70,1.4893617021276595
71300,100,36,0.36,85,2.3611111111111112
71400,100,35,0.35,92,2.6285714285714286
71500,100,46,0.46,96,2.0869565217391304
71600,100,42,0.42,72,1.7142857142857142
71700,100,37,0.37,67,1.8108108108108107
71800,100,42,0.42,59,1.4047619047619047
71900,100,41,0.41,68,1.6585365853658536
72000,100,49,0.49,87,1.7755102040816326
72100,100,35,0.35,53,1.5142857142857142
72200,100,45,0.45,68,1.5111111111111111
72300,100,37,0.37,59,1.5945945945945945
72400,100,40,0.4,75,1.875
72500,100,36,0.36,58,1.6111111111111112
72600,100,42,0.42,74,1.7619047619047619
72700,100,41,0.41,67,1.6341463414634145
72800,100,46,0.46,72,1.5652173913043479
72900,100,40,0.4,61,1.525
73000,100,46,0.46,87,1.8913043478260869
73100,100,37,0.37,52,1.4054054054054055
73200,100,40,0.4,71,1.775
73300,100,33,0.33,55,1.6666666666666667
73400,100,43,0.43,82,1.9069767441860466
73500,100,34,0.34,58,1.7058823529411764
73600,100,42,0.42,56,1.3333333333333333
73700,100,44,0.44,65,1.4772727272727273
73800,100,35,0.35,53,1.5142857142857142
73900,100,44,0.44,71,1.6136363636363635
74000,100,37,0.37,55,1.4864864864864864
74100,100,34,0.34,55,1.6176470588235294
74200,100,35,0.35,49,1.4
74300,100,45,0.45,80,1.7777777777777777
74400,100,41,0.41,81,1.975609756097561
74500,100,36,0.36,48,1.3333333333333333
74600,100,47,0.47,62,1.3191489361702127
74700,100,31,0.31,47,1.5161290322580645
74800,100,35,0.35,61,1.7428571428571429
74900,100,32,0.32,64,2
75000,100,34,0.34,52,1.5294117647058822
75100,100,46,0.46,68,1.4782608695652173
75200,100,28,0.28,39,1.3928571428571428
75300,100,32,0.32,54,1.6875
75400,100,32,0.32,44,1.375
75500,100,33,0.33,50,1.5151515151515151
75600,100,40,0.4,54,1.35
75700,100,29,0.29,39,1.3448275862068966
75800,100,31,0.31,51,1.6451612903225807
75900,100,34,0.34,77,2.2647058823529411
76000,100,34,0.34,53,1.5588235294117647
76100,100,32,0.32,43,1.34375
76200,100,27,0.27,33,1.2222222222222223
76300,100,29,0.29,37,1.2758620689655173
76400,100,28,0.28,35,1.25
76500,100,28,0.28,40,1.4285714285714286
76600,100,27,0.27,40,1.4814814814814814
76700,100,28,0.28,40,1.4285714285714286
76800,100,35,0.35,48,1.3714285714285714
76900,100,39,0.39,50,1.2820512820512822
77000,100,35,0.35,49,1.4
77100,100,38,0.38,52,1.368421052631579
77200,100,34,0.34,49,1.4411764705882353
77300,100,35,0.35,48,1.3714285714285714
77400,100,34,0.34,42,1.2352941176470589
77500,100,28,0.28,42,1.5
77600,100,39,0.39,58,1.4871794871794872
77700,100,35,0.35,58,1.6571428571428573
77800,100,49,0.49,67,1.3673469387755102
77900,100,40,0.4,47,1.175
78000,100,37,0.37,45,1.2162162162162162
78100,100,39,0.39,60,1.5384615384615385
78200,100,37,0.37,49,1.3243243243243243
78300,100,40,0.4,54,1.35
78400,100,33,0.33,57,1.7272727272727273
78500,100,38,0.38,58,1.5263157894736843
78600,100,30,0.3,44,1.4666666666666666
78700,100,31,0.31,38,1.2258064516129032
78800,100,45,0.45,77,1.711111111111111
78900,100,41,0.41,65,1.5853658536585367
79000,100,39,0.39,64,1.641025641025641
79100,100,39,0.39,51,1.3076923076923077
79200,100,49,0.49,81,1.653061224489796
79300,100,40,0.4,58,1.45
79400,100,42,0.42,78,1.8571428571428572
79500,100,40,0.4,71,1.775
79600,100,40,0.4,65,1.625
79700,100,31,0.31,46,1.4838709677419355
79800,100,31,0.31,41,1.3225806451612903
79900,100,43,0.43,73,1.6976744186046511
80000,100,43,0.43,84,1.9534883720930232
80100,100,42,0.42,58,1.3809523809523809
80200,100,43,0.43,62,1.441860465116279
80300,100,32,0.32,43,1.34375
80400,100,35,0.35,58,1.6571428571428573
80500,100,35,0.35,53,1.5142857142857142
80600,100,28,0.28,49,1.75
80700,100,34,0.34,50,1.4705882352941178
80800,100,25,0.25,37,1.48
80900,100,36,0.36,47,1.3055555555555556
81000,100,29,0.29,50,1.7241379310344827
81100,100,35,0.35,48,1.3714285714285714
81200,100,29,0.29,39,1.3448275862068966
81300,100,31,0.31,37,1.1935483870967742
81400,100,34,0.34,46,1.3529411764705883
81500,100,36,0.36,57,1.5833333333333333
81600,100,35,0.35,47,1.3428571428571427
81700,95,20,0.21052631578947367,29,1.45
